10 1e-06
510 1e-06
1010 1e-06
1510 1e-06
2010 1e-06
2510 1e-06
3010 0
3510 0
4010 1e-06
4510 1e-06
5010 1e-06
5510 1e-06
6010 1e-06
6510 1e-06
7010 1e-06
7510 1e-06
8010 1e-06
8510 1e-06
9010 1e-06
9510 1e-06
10010 1e-06
10510 1e-06
11010 1e-06
11510 1e-06
12010 1e-06
12510 2e-06
13010 1e-06
13510 1e-06
14010 1e-06
14510 1e-06
15010 1e-06
15510 1e-06
16010 1e-06
16510 1e-06
17010 1e-06
17510 1e-06
18010 1e-06
18510 1e-06
19010 1e-06
19510 1e-06
20010 1e-06
20510 8e-06
21010 1e-06
21510 1e-06
22010 4e-06
22510 1e-06
23010 0
23510 1e-06
24010 1e-06
24510 1e-06
25010 1e-06
25510 1e-06
26010 1e-06
26510 1e-06
27010 1e-06
27510 1e-06
28010 1e-06
28510 1e-06
29010 1e-06
29510 1e-06
30010 2e-06
30510 1e-06
31010 1e-06
31510 1e-06
32010 1e-06
32510 1e-06
33010 1e-06
33510 1e-06
34010 2e-06
34510 1e-06
35010 1e-06
35510 1e-06
36010 1e-06
36510 1e-06
37010 1e-06
37510 2e-06
38010 2e-06
38510 1e-06
39010 1e-06
39510 1e-06
40010 1e-06
40510 1e-06
41010 1e-06
41510 1e-06
42010 1e-06
42510 1e-06
43010 1e-06
43510 1e-06
44010 1e-06
44510 1e-06
45010 1e-06
45510 1e-06
46010 1e-06
46510 2e-06
47010 1e-06
47510 0
48010 2e-06
48510 2e-06
49010 1e-06
49510 1e-06
50010 1e-06
50510 1e-06
51010 1e-06
51510 1e-06
52010 1e-06
52510 1e-06
53010 1e-06
53510 1e-06
54010 1e-06
54510 2e-06
55010 5e-06
55510 1e-06
56010 1e-06
56510 1e-06
57010 2e-06
57510 1e-06
58010 1e-06
58510 1e-06
59010 1e-06
59510 1e-06
60010 1e-06
60510 1e-06
61010 1e-06
61510 1e-06
62010 1e-06
62510 1e-06
63010 1e-06
63510 1e-06
64010 2e-06
64510 1e-06
65010 1e-06
65510 1e-06
66010 2e-06
66510 1e-06
67010 1e-06
67510 1e-06
68010 1e-06
68510 1e-06
69010 1e-06
69510 1e-06
70010 1e-06
70510 2e-06
71010 1e-06
71510 2e-06
72010 1e-06
72510 1e-06
73010 1e-06
73510 1e-06
74010 0
74510 1e-06
75010 1e-06
75510 1e-06
76010 1e-06
76510 1e-06
77010 1e-06
77510 8e-06
78010 1e-06
78510 1e-06
79010 1e-06
79510 1e-06
80010 2e-06
80510 2e-06
81010 1e-06
81510 1e-06
82010 1e-06
82510 1e-06
83010 1e-06
83510 1e-06
84010 1e-06
84510 1e-06
85010 1e-06
85510 1e-06
86010 0
86510 1e-06
87010 1e-06
87510 1e-06
88010 1e-06
88510 1e-06
89010 1e-06
89510 1e-06
90010 2e-06
90510 2e-06
91010 1e-06
91510 1e-06
92010 1e-06
92510 1e-06
93010 2e-06
93510 2e-06
94010 1e-06
94510 1e-06
95010 1e-06
95510 1e-06
96010 1e-06
96510 1e-06
97010 1e-06
97510 2e-06
98010 1e-06
98510 1e-06
99010 1.2e-05
99510 2e-06
100010 1e-06
100510 1e-06
101010 1e-06
101510 1e-06
102010 1e-06
102510 1e-06
103010 1e-06
103510 1e-06
104010 1e-06
104510 1e-06
105010 1e-06
105510 2e-06
106010 1e-06
106510 2e-06
107010 3e-06
107510 2e-06
108010 1e-06
108510 1e-06
109010 1e-06
109510 1e-06
110010 9e-06
110510 1e-06
111010 1e-06
111510 2e-06
112010 3e-06
112510 2e-06
113010 1e-06
113510 1e-06
114010 1e-06
114510 1e-06
115010 1e-06
115510 2e-06
116010 1e-06
116510 1e-06
117010 1e-06
117510 2e-06
118010 2e-06
118510 1e-06
119010 1e-06
119510 1e-06
120010 1e-06
120510 1e-06
121010 1e-06
121510 1e-06
122010 1e-06
122510 1e-06
123010 2e-06
123510 2e-06
124010 1e-06
124510 1e-06
125010 1e-06
125510 1e-06
126010 1e-06
126510 1e-06
127010 1e-06
127510 1e-06
128010 1e-06
128510 2e-06
129010 2e-06
129510 3e-06
130010 1e-06
130510 1e-06
131010 1e-06
131510 1e-06
132010 1e-06
132510 1e-06
133010 1e-06
133510 1e-06
134010 1e-06
134510 2e-06
135010 1e-06
135510 2e-06
136010 1e-06
136510 1e-06
137010 1e-06
137510 1e-06
138010 1e-06
138510 1e-06
139010 1e-06
139510 2e-06
140010 1e-06
140510 1e-06
141010 2e-06
141510 2e-06
142010 1e-06
142510 1e-06
143010 1e-06
143510 1e-06
144010 2e-06
144510 1e-06
145010 2e-06
145510 2e-06
146010 2e-06
146510 1e-06
147010 2e-06
147510 2e-06
148010 1e-06
148510 1e-06
149010 1e-06
149510 1e-06
150010 0
150510 2e-06
151010 1e-06
151510 2e-06
152010 1e-06
152510 1e-06
153010 1e-06
153510 2e-06
154010 1e-06
